generation,individual_id,green,yellow,red,speed,seed,fitness
1,7,19,4,18,100,1408,192804.0
1,8,42,3,56,60,1408,29437.0
1,9,19,3,35,80,1408,301058.5
1,10,15,4,23,60,1408,173522.0
1,11,40,7,53,60,1408,53180.0
1,12,36,8,16,80,1408,252473.5
1,13,36,8,56,100,1408,157802.0
1,14,42,4,16,60,1408,65731.5
1,15,35,3,23,60,1408,110476.0
1,16,48,6,19,60,1408,86208.0
1,17,48,6,19,60,1408,86208.0
1,18,19,3,23,60,1408,46210.5
2,0,44,4,29,60,1408,70410.0
2,1,19,3,23,60,1408,46210.5
2,2,36,8,37,60,1408,72436.0
2,3,48,6,53,60,1408,115859.0
2,4,40,7,19,60,1408,60205.0
2,5,44,4,29,60,1408,70410.0
2,6,44,4,29,60,1408,70410.0
2,7,22,7,60,60,1408,109605.5
2,8,48,3,23,60,1408,51877.5
2,9,19,6,19,60,1408,110483.0
2,10,48,6,19,60,1408,86208.0
2,11,42,4,16,60,1408,65731.5
2,12,42,3,56,60,1408,29437.0
2,13,42,4,16,60,1408,65731.5
2,14,35,3,23,60,1408,110476.0
2,15,48,4,19,60,1408,101071.5
2,16,44,6,29,60,1408,114414.0
2,17,40,7,53,60,1408,53180.0
2,18,40,7,53,60,1408,53180.0
2,19,35,3,23,60,1408,110476.0
3,0,44,7,53,60,1408,115614.5
3,1,40,4,29,60,1408,28313.5
3,2,40,7,53,60,1408,53180.0
3,3,40,7,53,60,1408,53180.0
3,4,19,3,23,60,1408,46210.5
3,5,48,3,23,60,1408,51877.5
3,6,53,3,23,60,1408,96286.0
3,7,19,3,23,60,1408,46210.5
3,8,48,4,19,60,1408,101071.5
3,9,42,4,16,60,1408,65731.5
3,10,40,7,53,60,1408,53180.0
3,11,40,7,53,60,1408,53180.0
3,12,40,7,53,60,1408,53180.0
3,13,59,7,53,80,1408,116969.0
3,14,42,5,23,60,1408,134592.5
3,15,19,3,25,80,1408,172837.5
3,16,36,8,37,60,1408,72436.0
3,17,40,7,53,60,1408,53180.0
4,0,48,7,53,60,1408,52354.0
4,1,40,3,23,60,1408,48404.5
4,2,48,3,23,60,1408,51877.5
4,3,47,3,23,60,1408,51854.5
4,4,40,4,29,60,1408,28313.5
4,5,48,3,23,60,1408,51877.5
4,6,40,4,23,80,1408,132870.0
4,7,48,3,29,60,1408,28333.5
4,8,40,7,53,60,1408,53180.0
4,9,40,4,53,60,1408,72235.5
4,10,40,7,45,80,1408,198320.0
4,11,48,3,23,60,1408,51877.5
4,12,40,3,23,60,1408,48404.5
4,13,19,7,53,60,1408,1000000.0
4,14,19,3,23,60,1408,46210.5
4,15,48,3,40,100,1408,324216.5
4,16,48,3,23,60,1408,51877.5
4,17,19,3,23,60,1408,46210.5
4,18,19,3,23,60,1408,46210.5
4,19,40,7,53,60,1408,53180.0
4,20,40,4,29,60,1408,28313.5
4,21,19,7,53,60,1408,1000000.0
4,22,40,3,23,60,1408,48404.5
5,0,19,3,23,60,1408,46210.5
5,1,48,3,23,60,1408,51877.5
5,2,40,4,29,60,1408,28313.5
5,3,40,3,23,60,1408,48404.5
5,4,40,3,37,60,1408,111739.5
5,5,19,3,22,60,1408,213923.5
5,6,19,3,23,60,1408,46210.5
5,7,40,5,23,60,1408,112971.5
5,8,19,3,23,60,1408,46210.5
5,9,48,3,29,60,1408,28333.5
5,10,19,3,29,60,1408,89732.0
5,11,40,4,23,60,1408,49108.0
5,12,40,4,29,60,1408,28313.5
5,13,40,4,23,60,1408,49108.0
5,14,19,3,29,60,1408,89732.0
5,15,19,3,23,60,1408,46210.5
5,16,19,3,42,60,1408,95050.0
6,0,40,4,23,60,1408,49108.0
6,1,19,5,29,60,1408,69837.0
6,2,48,3,23,60,1408,51877.5
6,3,31,4,29,60,1408,89798.5
6,4,19,4,29,60,1408,153140.0
6,5,40,3,23,60,1408,48404.5
6,6,40,4,29,100,1408,279815.5
6,7,19,3,23,60,1408,46210.5
6,8,40,4,60,60,1408,93937.0
6,9,40,4,29,60,1408,28313.5
6,10,40,4,29,60,1408,28313.5
6,11,40,3,23,60,1408,48404.5
6,12,19,4,29,80,1408,194478.5
6,13,19,3,29,60,1408,89732.0
6,14,40,4,23,60,1408,49108.0
6,15,19,3,23,60,1408,46210.5
6,16,40,4,29,80,1408,258859.0
6,17,19,4,23,60,1408,109527.0
6,18,40,3,29,60,1408,132368.5
7,0,40,4,29,80,1408,258859.0
7,1,14,3,23,60,1408,88718.0
7,2,17,4,29,60,1408,49807.0
7,3,40,4,17,60,1408,99741.5
7,4,40,4,29,60,1408,28313.5
7,5,40,4,29,60,1408,28313.5
7,6,19,3,29,60,1408,89732.0
7,7,40,4,23,60,1408,49108.0
7,8,40,3,23,60,1408,48404.5
7,9,19,4,29,60,1408,153140.0
7,10,40,4,23,60,1408,49108.0
7,11,40,4,29,60,1408,28313.5
7,12,40,4,29,60,1408,28313.5
8,0,40,4,29,60,1408,28313.5
8,1,19,3,23,60,1408,46210.5
8,2,40,4,29,60,1408,28313.5
8,3,40,4,29,60,1408,28313.5
8,4,40,4,29,60,1408,28313.5
8,5,40,4,29,60,1408,28313.5
8,6,40,4,29,60,1408,28313.5
8,7,40,4,29,60,1408,28313.5
8,8,40,4,23,60,1408,49108.0
8,9,40,4,29,60,1408,28313.5
8,10,45,4,29,60,1408,49330.0
8,11,40,8,29,60,1408,93971.5
8,12,40,4,29,60,1408,28313.5
8,13,40,4,60,100,1408,156311.5
8,14,40,4,29,60,1408,28313.5
9,0,40,4,29,60,1408,28313.5
9,1,40,4,29,60,1408,28313.5
9,2,40,4,29,60,1408,28313.5
9,3,40,4,23,60,1408,49108.0
9,4,40,4,29,60,1408,28313.5
9,5,40,4,29,60,1408,28313.5
9,6,42,4,29,60,1408,70264.5
9,7,40,4,29,60,1408,28313.5
9,8,40,4,29,60,1408,28313.5
9,9,40,4,48,60,1408,71382.0
9,10,19,3,23,60,1408,46210.5
9,11,40,4,29,60,1408,28313.5
9,12,14,4,29,60,1408,51455.0
9,13,40,4,29,60,1408,28313.5
9,14,40,4,29,60,1408,28313.5
9,15,40,4,29,60,1408,28313.5
9,16,40,4,29,60,1408,28313.5
10,0,40,4,29,60,1408,28313.5
10,1,18,4,29,60,1408,153105.5
10,2,40,6,29,80,1408,49085.0
10,3,40,4,29,60,1408,28313.5
10,4,40,4,33,60,1408,69551.5
10,5,40,4,29,60,1408,28313.5
10,6,40,4,21,60,1408,91784.5
10,7,40,4,29,60,1408,28313.5
10,8,40,4,29,60,1408,28313.5
10,9,17,4,29,60,1408,49807.0
10,10,40,4,29,60,1408,28313.5
10,11,40,5,29,100,1408,300909.0
10,12,40,4,29,60,1408,28313.5
10,13,40,4,29,60,1408,28313.5
10,14,40,4,29,60,1408,28313.5
10,15,40,4,29,60,1408,28313.5
10,16,40,4,29,60,1408,28313.5
10,17,40,4,29,60,1408,28313.5
10,18,40,4,29,60,1408,28313.5
11,0,40,4,29,60,1408,28313.5
11,1,40,4,29,60,1408,28313.5
11,2,47,4,29,60,1408,113227.0
11,3,40,4,29,60,1408,28313.5
11,4,40,4,29,60,1408,28313.5
11,5,40,4,29,60,1408,28313.5
11,6,40,4,29,60,1408,28313.5
11,7,40,5,46,60,1408,92617.5
11,8,40,4,29,60,1408,28313.5
11,9,40,4,29,80,1408,258859.0
11,10,40,4,22,60,1408,113508.5
12,0,43,4,29,60,1408,48922.0
12,1,40,4,29,60,1408,28313.5
12,2,40,4,29,60,1408,28313.5
12,3,40,4,29,60,1408,28313.5
12,4,40,4,29,60,1408,28313.5
12,5,40,4,29,60,1408,28313.5
12,6,40,4,29,60,1408,28313.5
12,7,40,4,29,60,1408,28313.5
12,8,40,4,29,60,1408,28313.5
12,9,17,4,29,60,1408,49807.0
12,10,36,7,29,60,1408,92069.0
12,11,40,4,29,60,1408,28313.5
12,12,40,4,29,60,1408,28313.5
12,13,40,4,29,60,1408,28313.5
12,14,40,4,29,60,1408,28313.5
12,15,40,4,29,60,1408,28313.5
12,16,40,4,29,60,1408,28313.5
12,17,40,4,29,60,1408,28313.5
12,18,40,4,29,60,1408,28313.5
12,19,40,4,29,60,1408,28313.5
12,20,40,4,29,60,1408,28313.5
12,21,40,4,29,60,1408,28313.5
12,22,40,4,29,60,1408,28313.5
12,23,40,4,29,60,1408,28313.5
12,24,40,4,29,60,1408,28313.5
12,25,40,4,29,60,1408,28313.5
12,26,40,4,29,60,1408,28313.5
13,0,40,4,29,60,1408,28313.5
13,1,40,4,29,60,1408,28313.5
13,2,40,4,24,60,1408,48963.5
13,3,40,4,29,60,1408,28313.5
13,4,40,4,29,60,1408,28313.5
13,5,40,8,29,60,1408,93971.5
13,6,40,4,29,60,1408,28313.5
13,7,40,4,29,60,1408,28313.5
13,8,40,4,29,60,1408,28313.5
13,9,40,4,29,60,1408,28313.5
13,10,40,4,29,60,1408,28313.5
13,11,40,4,29,60,1408,28313.5
13,12,40,4,29,60,1408,28313.5
13,13,40,4,29,60,1408,28313.5
13,14,40,4,29,100,1408,279815.5
13,15,40,4,29,60,1408,28313.5
13,16,40,4,29,60,1408,28313.5
13,17,40,4,29,100,1408,279815.5
13,18,40,5,29,60,1408,112496.0
14,0,40,4,29,60,1408,28313.5
14,1,37,6,29,60,1408,70399.5
14,2,40,4,29,60,1408,28313.5
14,3,40,4,29,60,1408,28313.5
14,4,40,4,29,100,1408,279815.5
14,5,50,4,29,60,1408,72082.5
14,6,40,4,29,60,1408,28313.5
14,7,40,4,29,60,1408,28313.5
14,8,40,4,29,60,1408,28313.5
14,9,40,4,29,60,1408,28313.5
14,10,40,4,29,60,1408,28313.5
14,11,40,4,29,60,1408,28313.5
14,12,40,4,29,60,1408,28313.5
14,13,40,4,29,60,1408,28313.5
14,14,40,4,29,60,1408,28313.5
14,15,40,4,29,60,1408,28313.5
14,16,40,4,58,60,1408,135605.0
14,17,40,4,29,60,1408,28313.5
14,18,40,4,29,60,1408,28313.5
14,19,40,4,29,60,1408,28313.5
14,20,40,4,29,60,1408,28313.5
14,21,40,4,29,60,1408,28313.5
14,22,40,4,29,60,1408,28313.5
15,0,25,4,29,60,1408,110282.5
15,1,40,4,29,60,1408,28313.5
15,2,40,4,29,60,1408,28313.5
15,3,40,4,29,60,1408,28313.5
15,4,40,5,29,60,1408,112496.0
15,5,40,4,29,60,1408,28313.5
15,6,40,4,29,60,1408,28313.5
15,7,40,7,29,60,1408,71757.0
15,8,40,4,29,60,1408,28313.5
15,9,40,4,29,60,1408,28313.5
15,10,40,4,29,60,1408,28313.5
15,11,40,4,29,60,1408,28313.5
15,12,40,4,29,60,1408,28313.5
15,13,40,4,11,60,1408,112205.0
15,14,40,4,29,60,1408,28313.5
15,15,40,4,29,60,1408,28313.5
15,16,40,4,29,60,1408,28313.5
15,17,40,4,29,60,1408,28313.5
15,18,40,4,29,60,1408,28313.5
15,19,40,4,29,60,1408,28313.5
15,20,40,4,29,60,1408,28313.5
15,21,36,4,10,80,1408,153677.5
16,0,40,4,29,60,1408,28313.5
16,1,40,4,29,60,1408,28313.5
16,2,45,4,29,60,1408,49330.0
16,3,28,6,29,100,1408,320586.0
16,4,40,5,29,60,1408,112496.0
16,5,40,4,29,60,1408,28313.5
16,6,40,4,29,60,1408,28313.5
16,7,40,3,16,60,1408,57019.0
16,8,40,4,29,60,1408,28313.5
16,9,40,4,29,60,1408,28313.5
16,10,40,5,29,60,1408,112496.0
16,11,40,4,29,60,1408,28313.5
16,12,25,4,29,60,1408,110282.5
16,13,40,4,29,60,1408,28313.5
16,14,40,4,29,60,1408,28313.5
16,15,40,4,29,60,1408,28313.5
16,16,40,4,29,60,1408,28313.5
16,17,40,4,29,60,1408,28313.5
16,18,40,4,29,60,1408,28313.5
16,19,40,4,13,80,1408,131654.5
16,20,55,7,29,60,1408,75750.5
16,21,40,6,29,60,1408,133897.0
16,22,40,4,16,60,1408,62791.5
17,0,40,4,29,60,1408,28313.5
17,1,40,4,29,60,1408,28313.5
17,2,40,4,29,60,1408,28313.5
17,3,23,4,53,60,1408,80184.5
17,4,40,4,29,60,1408,28313.5
17,5,40,4,29,60,1408,28313.5
17,6,40,3,12,100,1408,152959.0
17,7,40,4,29,60,1408,28313.5
17,8,40,4,29,60,1408,28313.5
17,9,40,5,29,80,1408,90885.0
17,10,40,4,51,60,1408,71853.5
17,11,33,6,29,60,1408,49321.0
17,12,40,4,29,60,1408,28313.5
17,13,40,4,29,60,1408,28313.5
17,14,40,4,29,80,1408,258859.0
17,15,40,4,29,60,1408,28313.5
17,16,40,4,29,60,1408,28313.5
18,0,40,4,29,60,1408,28313.5
18,1,40,4,29,60,1408,28313.5
18,2,40,4,29,80,1408,258859.0
18,3,40,8,29,60,1408,93971.5
18,4,40,4,29,60,1408,28313.5
18,5,40,4,29,80,1408,258859.0
18,6,40,4,29,60,1408,28313.5
18,7,40,4,29,60,1408,28313.5
18,8,40,4,29,60,1408,28313.5
18,9,40,4,29,60,1408,28313.5
19,0,40,4,29,60,1408,28313.5
19,1,40,4,29,60,1408,28313.5
19,2,40,4,29,60,1408,28313.5
19,3,40,4,29,60,1408,28313.5
19,4,40,4,29,60,1408,28313.5
19,5,40,4,29,60,1408,28313.5
19,6,40,4,29,60,1408,28313.5
19,7,40,4,29,60,1408,28313.5
19,8,40,4,29,60,1408,28313.5
19,9,40,4,29,60,1408,28313.5
19,10,40,4,28,100,1408,237203.5
19,11,40,4,29,60,1408,28313.5
19,12,40,4,29,60,1408,28313.5
19,13,40,4,29,60,1408,28313.5
19,14,40,4,29,60,1408,28313.5
19,15,14,4,29,60,1408,51455.0
19,16,40,4,29,60,1408,28313.5
20,0,40,4,29,60,1408,28313.5
20,1,40,4,29,60,1408,28313.5
20,2,40,4,29,60,1408,28313.5
20,3,40,4,56,60,1408,93189.0
20,4,40,4,29,60,1408,28313.5
20,5,40,4,29,60,1408,28313.5
20,6,40,4,29,60,1408,28313.5
20,7,37,4,29,80,1408,174222.0
20,8,40,4,29,60,1408,28313.5
20,9,40,8,29,100,1408,219284.5
20,10,40,4,29,60,1408,28313.5
20,11,40,4,29,60,1408,28313.5
20,12,40,4,29,80,1408,258859.0
20,13,40,4,29,60,1408,28313.5
20,14,40,5,29,60,1408,112496.0
20,15,40,4,29,60,1408,28313.5
20,16,40,4,29,60,1408,28313.5
20,17,40,4,29,60,1408,28313.5
20,18,40,4,29,60,1408,28313.5
20,19,40,4,29,60,1408,28313.5
21,0,40,4,31,60,1408,112118.0
21,1,49,4,50,80,1408,134792.0
21,2,40,4,29,60,1408,28313.5
21,3,40,4,29,60,1408,28313.5
21,4,40,4,29,60,1408,28313.5
21,5,40,4,29,60,1408,28313.5
21,6,40,4,29,60,1408,28313.5
21,7,40,4,29,60,1408,28313.5
21,8,40,4,29,60,1408,28313.5
21,9,40,4,44,60,1408,91608.0
21,10,40,4,29,60,1408,28313.5
21,11,40,4,29,60,1408,28313.5
21,12,40,4,29,60,1408,28313.5
21,13,44,4,54,60,1408,71980.0
21,14,40,4,29,60,1408,28313.5
21,15,40,4,29,60,1408,28313.5
21,16,40,4,29,60,1408,28313.5
21,17,40,4,29,60,1408,28313.5
22,0,40,4,29,60,1408,28313.5
22,1,40,4,29,60,1408,28313.5
22,2,40,4,29,60,1408,28313.5
22,3,40,4,29,60,1408,28313.5
22,4,40,4,29,60,1408,28313.5
22,5,40,4,29,60,1408,28313.5
22,6,40,4,29,60,1408,28313.5
22,7,40,5,23,80,1408,112475.0
22,8,40,4,29,60,1408,28313.5
22,9,40,4,29,60,1408,28313.5
22,10,43,4,29,60,1408,48922.0
22,11,40,4,40,60,1408,70913.5
22,12,40,4,29,60,1408,28313.5
22,13,40,4,29,60,1408,28313.5
22,14,40,4,29,60,1408,28313.5
22,15,40,4,31,60,1408,112118.0
22,16,40,4,29,60,1408,28313.5
23,0,40,4,29,60,1408,28313.5
23,1,40,4,29,60,1408,28313.5
23,2,40,4,29,60,1408,28313.5
23,3,40,4,29,60,1408,28313.5
23,4,40,4,29,60,1408,28313.5
23,5,40,4,29,60,1408,28313.5
23,6,40,4,29,60,1408,28313.5
23,7,40,4,29,80,1408,258859.0
23,8,40,4,29,60,1408,28313.5
23,9,40,4,29,60,1408,28313.5
23,10,40,4,29,60,1408,28313.5
23,11,40,5,29,60,1408,112496.0
23,12,16,4,29,60,1408,70486.5
23,13,40,4,29,60,1408,28313.5
23,14,40,4,29,60,1408,28313.5
24,0,40,4,52,60,1408,92794.5
24,1,40,4,58,60,1408,135605.0
24,2,40,4,26,60,1408,7235.5
24,3,40,4,29,60,1408,28313.5
24,4,40,4,29,60,1408,28313.5
24,5,40,4,29,60,1408,28313.5
24,6,40,4,29,60,1408,28313.5
24,7,40,4,29,60,1408,28313.5
24,8,40,4,29,60,1408,28313.5
24,9,40,4,29,60,1408,28313.5
24,10,40,4,31,60,1408,112118.0
24,11,40,4,29,60,1408,28313.5
24,12,40,4,29,60,1408,28313.5
24,13,40,5,29,80,1408,90885.0
24,14,40,4,29,100,1408,279815.5
24,15,40,4,29,60,1408,28313.5
24,16,40,4,29,60,1408,28313.5
24,17,40,4,29,60,1408,28313.5
24,18,20,4,29,60,1408,173491.0
24,19,40,4,29,60,1408,28313.5
24,20,40,4,29,60,1408,28313.5
24,21,40,4,29,60,1408,28313.5
24,22,40,4,29,60,1408,28313.5
24,23,40,4,48,60,1408,71382.0
25,0,40,4,29,60,1408,28313.5
25,1,40,4,29,60,1408,28313.5
25,2,40,4,56,60,1408,93189.0
25,3,40,6,29,60,1408,133897.0
25,4,40,4,29,60,1408,28313.5
25,5,40,4,29,60,1408,28313.5
25,6,25,8,26,60,1408,91626.5
25,7,40,4,16,60,1408,62791.5
25,8,40,4,29,60,1408,28313.5
25,9,40,4,29,60,1408,28313.5
25,10,23,4,29,60,1408,152648.5
25,11,40,4,29,60,1408,28313.5
25,12,40,4,29,80,1408,258859.0
25,13,40,4,29,80,1408,258859.0
25,14,40,4,39,60,1408,70482.0
25,15,40,4,29,60,1408,28313.5
25,16,40,4,52,80,1408,113435.5
25,17,40,4,26,60,1408,7235.5
25,18,40,4,29,60,1408,28313.5
26,0,40,4,29,60,1408,28313.5
26,1,40,4,29,60,1408,28313.5
26,2,40,4,29,60,1408,28313.5
26,3,40,4,29,60,1408,28313.5
26,4,40,4,29,60,1408,28313.5
26,5,40,4,29,60,1408,28313.5
26,6,40,4,29,60,1408,28313.5
26,7,40,4,29,60,1408,28313.5
26,8,40,4,29,60,1408,28313.5
26,9,40,4,29,60,1408,28313.5
26,10,40,4,29,60,1408,28313.5
26,11,40,4,29,80,1408,258859.0
26,12,40,4,29,60,1408,28313.5
26,13,40,7,29,60,1408,71757.0
26,14,11,4,29,60,1408,126270.0
26,15,40,4,29,60,1408,28313.5
26,16,40,4,29,60,1408,28313.5
26,17,40,4,29,60,1408,28313.5
26,18,40,4,29,60,1408,28313.5
26,19,40,4,26,60,1408,7235.5
26,20,40,4,29,60,1408,28313.5
27,0,49,4,29,60,1408,134026.5
27,1,40,4,29,60,1408,28313.5
27,2,40,4,29,60,1408,28313.5
27,3,40,4,26,60,1408,7235.5
27,4,40,4,29,60,1408,28313.5
27,5,40,4,29,60,1408,28313.5
27,6,40,4,29,60,1408,28313.5
27,7,40,4,29,80,1408,258859.0
27,8,57,4,29,80,1408,156708.0
27,9,40,4,29,60,1408,28313.5
27,10,40,4,14,60,1408,25940.5
27,11,40,4,26,60,1408,7235.5
27,12,40,4,29,60,1408,28313.5
27,13,40,4,29,60,1408,28313.5
27,14,40,4,29,60,1408,28313.5
27,15,40,4,29,60,1408,28313.5
27,16,40,4,29,60,1408,28313.5
27,17,40,4,29,60,1408,28313.5
27,18,40,4,26,60,1408,7235.5
28,0,40,4,26,60,1408,7235.5
28,1,40,4,29,60,1408,28313.5
28,2,40,4,26,60,1408,7235.5
28,3,40,4,29,60,1408,28313.5
28,4,40,4,29,60,1408,28313.5
28,5,40,4,26,60,1408,7235.5
28,6,20,4,26,60,1408,47624.0
28,7,40,4,29,60,1408,28313.5
28,8,40,5,14,60,1408,67764.5
28,9,40,4,29,60,1408,28313.5
28,10,40,4,29,60,1408,28313.5
28,11,40,4,29,60,1408,28313.5
28,12,40,4,26,60,1408,7235.5
28,13,40,4,29,60,1408,28313.5
28,14,40,4,14,60,1408,25940.5
28,15,40,4,26,100,1408,216585.5
28,16,40,4,17,60,1408,99741.5
28,17,56,4,56,60,1408,94103.0
28,18,40,4,35,100,1408,279541.5
29,0,40,4,26,60,1408,7235.5
29,1,40,4,14,60,1408,25940.5
29,2,40,4,26,60,1408,7235.5
29,3,40,4,26,60,1408,7235.5
29,4,40,4,14,60,1408,25940.5
29,5,40,4,29,60,1408,28313.5
29,6,40,4,26,60,1408,7235.5
29,7,37,4,26,60,1408,69519.0
29,8,37,4,29,80,1408,174222.0
29,9,40,4,26,60,1408,7235.5
29,10,40,7,26,100,1408,386217.0
29,11,26,4,26,100,1408,277923.5
29,12,40,4,26,60,1408,7235.5
29,13,40,6,29,60,1408,133897.0
29,14,40,4,29,60,1408,28313.5
29,15,40,4,26,60,1408,7235.5
29,16,40,4,26,60,1408,7235.5
30,0,40,4,26,60,1408,7235.5
30,1,40,4,26,60,1408,7235.5
30,2,40,4,26,60,1408,7235.5
30,3,40,4,26,60,1408,7235.5
30,4,40,8,26,60,1408,30425.0
30,5,40,5,26,60,1408,70521.5
30,6,40,4,26,60,1408,7235.5
30,7,21,4,18,60,1408,193227.5
30,8,40,4,26,60,1408,7235.5
30,9,40,4,26,60,1408,7235.5
30,10,21,4,26,60,1408,110219.0
30,11,40,4,26,60,1408,7235.5
30,12,40,4,26,60,1408,7235.5
30,13,40,4,26,60,1408,7235.5
30,14,40,4,26,60,1408,7235.5
30,15,40,4,26,60,1408,7235.5
30,16,40,4,26,60,1408,7235.5
30,17,40,4,26,60,1408,7235.5
